degree,x,exact,approx
1,0.413413,0.189654,0.0384615
1,0.415415,0.188173,0.0384615
1,0.417417,0.186709,0.0384615
1,0.419419,0.18526,0.0384615
1,0.421421,0.183827,0.0384615
1,0.423423,0.182409,0.0384615
1,0.425425,0.181006,0.0384615
1,0.427427,0.179619,0.0384615
1,0.429429,0.178245,0.0384615
1,0.431431,0.176887,0.0384615
1,0.433433,0.175543,0.0384615
1,0.435435,0.174213,0.0384615
1,0.437437,0.172897,0.0384615
1,0.439439,0.171595,0.0384615
1,0.441441,0.170307,0.0384615
1,0.443443,0.169032,0.0384615
1,0.445445,0.16777,0.0384615
1,0.447447,0.166522,0.0384615
1,0.449449,0.165286,0.0384615
1,0.451451,0.164063,0.0384615
1,0.453453,0.162853,0.0384615
1,0.455455,0.161656,0.0384615
1,0.457457,0.16047,0.0384615
1,0.459459,0.159297,0.0384615
1,0.461461,0.158136,0.0384615
1,0.463463,0.156987,0.0384615
1,0.465465,0.155849,0.0384615
